# started on Mon Sep 21 12:43:27 2026

<not counted>,,cpu_atom/dTLB-load-misses/,0,0.00,,
2439,,cpu_core/dTLB-load-misses/,1289688,100.00,,
<not counted>,,cpu_atom/iTLB-load-misses/,0,0.00,,
943,,cpu_core/iTLB-load-misses/,1289688,100.00,,
