size_bytes,t_waking_s,pid,waker_cpu,target_cpu,waking_to_ipi,ipi_to_idle_exit,idle_exit_to_wakeup,wakeup_to_switch,switch_to_user,waking_to_running_ns,waking_to_user_ns
65536,597592.377852135,1232054,0,1,191,734,656,425,,2006,
65536,597592.377863439,1232052,1,0,195,731,619,393,,1938,
65536,597592.377871230,1232054,0,1,208,743,637,384,,1972,
65536,597592.377882644,1232052,1,0,214,735,650,405,,2004,
65536,597592.377890354,1232054,0,1,216,733,634,421,,2004,
65536,597592.377901586,1232052,1,0,361,745,721,376,,2203,
65536,597592.377909918,1232054,0,1,192,732,649,385,,1958,
65536,597592.377920972,1232052,1,0,201,726,674,402,,2003,
65536,597592.377929024,1232054,0,1,189,745,660,379,,1973,
65536,597592.377940268,1232052,1,0,292,717,993,395,,2397,
65536,597592.377948619,1232054,0,1,262,737,668,357,,2024,
65536,597592.377959825,1232052,1,0,328,729,655,443,,2155,
65536,597592.377968078,1232054,0,1,226,766,630,380,,2002,
65536,597592.377979861,1232052,1,0,213,759,716,526,,2214,
65536,597592.377987920,1232054,0,1,198,749,633,366,,1946,
65536,597592.378000108,1232052,1,0,221,756,694,495,,2166,
65536,597592.378008613,1232054,0,1,225,746,674,357,,2002,
65536,597592.378020632,1232052,1,0,186,776,776,415,,2153,
65536,597592.378028949,1232054,0,1,200,754,637,379,,1970,
65536,597592.378041037,1232052,1,0,186,754,714,437,,2091,
65536,597592.378049652,1232054,0,1,217,743,669,361,,1990,
65536,597592.378061970,1232052,1,0,207,755,713,434,,2109,
65536,597592.378070312,1232054,0,1,193,738,627,385,,1943,
65536,597592.378082452,1232052,1,0,215,750,723,445,,2133,
65536,597592.378091048,1232054,0,1,230,765,647,387,,2029,
65536,597592.378103408,1232052,1,0,224,748,754,413,,2139,
65536,597592.378112155,1232054,0,1,195,740,647,387,,1969,
65536,597592.378124393,1232052,1,0,195,756,794,529,,2274,
65536,597592.378133136,1232054,0,1,197,763,662,379,,2001,
65536,597592.378144941,1232052,1,0,230,771,686,459,,2146,
65536,597592.378152990,1232054,0,1,189,745,657,409,,2000,
65536,597592.378165365,1232052,1,0,202,763,715,486,,2166,
65536,597592.378173826,1232054,0,1,213,794,638,372,,2017,
65536,597592.378186214,1232052,1,0,234,748,699,453,,2134,
65536,597592.378194774,1232054,0,1,186,747,631,392,,1956,
65536,597592.378207181,1232052,1,0,191,755,694,441,,2081,
65536,597592.378215618,1232054,0,1,210,745,668,412,,2035,
65536,597592.378227849,1232052,1,0,214,743,730,434,,2121,
65536,597592.378236491,1232054,0,1,202,751,639,376,,1968,
65536,597592.378248655,1232052,1,0,273,747,747,477,,2244,
65536,597592.378256876,1232054,0,1,208,730,620,388,,1946,
65536,597592.378268397,1232052,1,0,215,726,677,386,,2004,
65536,597592.378276636,1232054,0,1,194,750,673,383,,2000,
65536,597592.378287964,1232052,1,0,212,720,652,433,,2017,
65536,597592.378296328,1232054,0,1,308,736,642,402,,2088,
65536,597592.378308276,1232052,1,0,227,834,733,425,,2219,
65536,597592.378317503,1232054,0,1,197,740,630,378,,1945,
65536,597592.378366679,1232052,1,0,212,767,723,415,,2117,
65536,597592.378374786,1232054,0,1,202,756,682,470,,2110,
65536,597592.378386752,1232052,1,0,185,730,672,377,,1964,
65536,597592.378395139,1232054,0,1,207,729,659,374,,1969,
65536,597592.378406587,1232052,1,0,206,726,757,408,,2097,
65536,597592.378415297,1232054,0,1,199,745,747,482,,2173,
65536,597592.378426399,1232052,1,0,302,737,650,377,,2066,
65536,597592.378435366,1232054,0,1,192,740,628,367,,1927,
65536,597592.378446872,1232052,1,0,188,720,699,405,,2012,
65536,597592.378455570,1232054,0,1,183,736,628,405,,1952,
65536,597592.378467134,1232052,1,0,202,220,679,2000,,3101,
65536,597592.378477316,1232054,0,1,212,716,669,388,,1985,
65536,597592.378488681,1232052,1,0,205,723,645,479,,2052,
65536,597592.378497908,1232054,0,1,201,726,672,405,,2004,
65536,597592.378508872,1232052,1,0,299,741,755,507,,2302,
65536,597592.378517714,1232054,0,1,185,724,636,438,,1983,
65536,597592.378528611,1232052,1,0,216,736,680,470,,2102,
65536,597592.378537166,1232054,0,1,183,732,825,372,,2112,
65536,597592.378548448,1232052,1,0,195,742,663,431,,2031,
65536,597592.378556960,1232054,0,1,212,723,664,367,,1966,
65536,597592.378568402,1232052,1,0,204,733,874,462,,2273,
65536,597592.378577842,1232054,0,1,208,730,676,367,,1981,
65536,597592.378589107,1232052,1,0,241,729,667,390,,2027,
65536,597592.378598086,1232054,0,1,202,741,626,424,,1993,
65536,597592.378609379,1232052,1,0,198,728,657,370,,1953,
65536,597592.378618027,1232054,0,1,189,739,671,371,,1970,
65536,597592.378629579,1232052,1,0,190,736,633,395,,1954,
65536,597592.378637994,1232054,0,1,205,729,667,383,,1984,
65536,597592.378649317,1232052,1,0,211,737,737,400,,2085,
65536,597592.378658225,1232054,0,1,199,754,726,381,,2060,
65536,597592.378669906,1232052,1,0,173,727,698,495,,2093,
65536,597592.378678803,1232054,0,1,188,726,628,371,,1913,
65536,597592.378690357,1232052,1,0,304,731,717,404,,2156,
65536,597592.378699164,1232054,0,1,184,739,617,376,,1916,
65536,597592.378710398,1232052,1,0,188,721,733,374,,2016,
65536,597592.378719426,1232054,0,1,,,,563,,1483,
65536,597592.378730117,1232052,1,0,359,730,665,485,,2239,
65536,597592.378739176,1232054,0,1,451,,,1686,,2564,
65536,597592.378751594,1232052,1,0,197,742,803,424,,2166,
65536,597592.378759810,1232054,0,1,432,,,995,,1596,
65536,597592.378770492,1232052,1,0,260,729,659,431,,2079,
65536,597592.378778391,1232054,0,1,446,,,834,,1459,
65536,597592.378788205,1232052,1,0,226,904,672,382,,2184,
65536,597592.378796153,1232054,0,1,475,,,900,,1564,
65536,597592.378806161,1232052,1,0,200,737,697,406,,2040,
65536,597592.378813752,1232054,0,1,438,,,969,,1605,
65536,597592.378823963,1232052,1,0,182,744,677,371,,1974,
65536,597592.378832082,1232054,0,1,485,,,925,,1589,
65536,597592.378842478,1232052,1,0,188,731,722,516,,2157,
65536,597592.378850269,1232054,0,1,234,749,801,432,,2216,
65536,597592.378860916,1232052,1,0,191,744,657,417,,2009,
65536,597592.378868538,1232054,0,1,227,739,659,439,,2064,
65536,597592.378878414,1232052,1,0,208,730,641,521,,2100,
65536,597592.378886129,1232054,0,1,245,771,650,441,,2107,
65536,597592.378896489,1232052,1,0,176,742,641,380,,1939,
65536,597592.378904289,1232054,0,1,241,735,727,536,,2239,
65536,597592.378914284,1232052,1,0,201,736,628,394,,1959,
65536,597592.378921842,1232054,0,1,182,735,637,381,,1935,
65536,597592.378931811,1232052,1,0,192,834,622,363,,2011,
65536,597592.378939004,1232054,0,1,196,755,643,409,,2003,
65536,597592.378949307,1232052,1,0,204,736,718,399,,2057,
65536,597592.378956919,1232054,0,1,183,735,674,396,,1988,
65536,597592.378967189,1232052,1,0,251,758,655,368,,2032,
65536,597592.378974223,1232054,0,1,196,758,656,455,,2065,
65536,597592.378984179,1232052,1,0,209,741,623,411,,1984,
65536,597592.378991364,1232054,0,1,197,773,645,365,,1980,
65536,597592.379001020,1232052,1,0,177,736,683,365,,1961,
65536,597592.379008420,1232054,0,1,217,737,728,657,,2339,
65536,597592.379018332,1232052,1,0,265,739,658,412,,2074,
65536,597592.379025897,1232054,0,1,198,741,668,389,,1996,
65536,597592.379035629,1232052,1,0,189,741,659,372,,1961,
65536,597592.379042725,1232054,0,1,186,748,625,411,,1970,
65536,597592.379052603,1232052,1,0,197,735,625,405,,1962,
65536,597592.379060470,1232054,0,1,218,735,668,371,,1992,
65536,597592.379070150,1232052,1,0,237,729,623,355,,1944,
65536,597592.379077657,1232054,0,1,196,727,755,386,,2064,
65536,597592.379087100,1232052,1,0,193,736,921,407,,2257,
65536,597592.379094238,1232054,0,1,313,730,678,366,,2087,
65536,597592.379104298,1232052,1,0,183,726,621,369,,1899,
65536,597592.379110939,1232054,0,1,207,722,665,374,,1968,
65536,597592.379120549,1232052,1,0,200,726,626,410,,1962,
65536,597592.379127456,1232054,0,1,198,739,649,407,,1993,
65536,597592.379137114,1232052,1,0,179,731,620,376,,1906,
65536,597592.379145076,1232054,0,1,206,728,685,375,,1994,
65536,597592.379154527,1232052,1,0,207,720,710,383,,2020,
65536,597592.379162407,1232054,0,1,209,714,618,373,,1914,
65536,597592.379172044,1232052,1,0,193,803,619,425,,2040,
65536,597592.379178594,1232054,0,1,253,728,691,384,,2056,
65536,597592.379188190,1232052,1,0,203,738,644,392,,1977,
65536,597592.379194923,1232054,0,1,220,728,632,396,,1976,
65536,597592.379204571,1232052,1,0,181,738,647,393,,1959,
65536,597592.379211251,1232054,0,1,197,756,636,367,,1956,
65536,597592.379220919,1232052,1,0,200,739,629,377,,1945,
65536,597592.379227574,1232054,0,1,197,722,639,362,,1920,
65536,597592.379237114,1232052,1,0,175,734,626,431,,1966,
65536,597592.379244824,1232054,0,1,179,737,669,410,,1995,
65536,597592.379254236,1232052,1,0,192,738,707,494,,2131,
65536,597592.379261714,1232054,0,1,180,737,674,366,,1957,
65536,597592.379271179,1232052,1,0,186,734,648,398,,1966,
65536,597592.379278488,1232054,0,1,202,730,636,414,,1982,
65536,597592.379290859,1232052,1,0,187,742,909,390,,2228,
65536,597592.379298999,1232054,0,1,177,746,616,399,,1938,
65536,597592.379309082,1232052,1,0,186,789,799,381,,2155,
65536,597592.379315530,1232054,0,1,200,743,656,419,,2018,
65536,597592.379325062,1232052,1,0,185,736,630,382,,1933,
65536,597592.379332508,1232054,0,1,215,748,648,412,,2023,
65536,597592.379342093,1232052,1,0,201,738,623,378,,1940,
65536,597592.379349709,1232054,0,1,207,737,673,367,,1984,
65536,597592.379359026,1232052,1,0,203,740,635,451,,2029,
65536,597592.379366861,1232054,0,1,200,739,650,388,,1977,
65536,597592.379376599,1232052,1,0,181,748,649,384,,1962,
65536,597592.379384525,1232054,0,1,204,732,641,410,,1987,
65536,597592.379393907,1232052,1,0,323,731,630,436,,2120,
65536,597592.379402164,1232054,0,1,211,741,639,401,,1992,
65536,597592.379412002,1232052,1,0,461,730,621,387,,2199,
65536,597592.379420501,1232054,0,1,200,726,650,416,,1992,
65536,597592.379429970,1232052,1,0,198,749,629,428,,2004,
65536,597592.379437830,1232054,0,1,203,735,677,396,,2011,
65536,597592.379447541,1232052,1,0,192,734,647,389,,1962,
65536,597592.379454767,1232054,0,1,197,743,626,403,,1969,
65536,597592.379464449,1232052,1,0,194,742,632,515,,2083,
65536,597592.379472777,1232054,0,1,759,,,1654,,2622,
65536,597592.379483765,1232052,1,0,209,729,686,414,,2038,
65536,597592.379491833,1232054,0,1,497,,,1305,,2280,
65536,597592.379502138,1232052,1,0,298,742,702,505,,2247,
65536,597592.379511150,1232054,0,1,472,,,975,,1635,
65536,597592.379521086,1232052,1,0,257,803,660,406,,2126,
65536,597592.379529509,1232054,0,1,172,755,746,422,,2095,
65536,597592.379539119,1232052,1,0,185,756,633,406,,1980,
65536,597592.379546850,1232054,0,1,185,742,647,376,,1950,
65536,597592.379556561,1232052,1,0,187,744,626,559,,2116,
65536,597592.379564165,1232054,0,1,180,743,701,431,,2055,
65536,597592.379573688,1232052,1,0,190,740,621,425,,1976,
65536,597592.379581845,1232054,0,1,189,744,654,368,,1955,
65536,597592.379591691,1232052,1,0,185,749,678,414,,2026,
65536,597592.379599763,1232054,0,1,197,726,657,425,,2005,
65536,597592.379609142,1232052,1,0,205,743,768,474,,2190,
65536,597592.379617620,1232054,0,1,205,745,655,380,,1985,
65536,597592.379627589,1232052,1,0,185,740,649,395,,1969,
65536,597592.379635759,1232054,0,1,202,744,647,428,,2021,
65536,597592.379645256,1232052,1,0,208,735,649,376,,1968,
65536,597592.379653579,1232054,0,1,185,749,624,363,,1921,
65536,597592.379663305,1232052,1,0,200,736,644,386,,1966,
65536,597592.379671812,1232054,0,1,183,730,639,419,,1971,
65536,597592.379681179,1232052,1,0,189,733,624,448,,1994,
65536,597592.379689806,1232054,0,1,207,743,651,405,,2006,
65536,597592.379699379,1232052,1,0,209,736,622,374,,1941,
65536,597592.379707892,1232054,0,1,188,741,655,406,,1990,
65536,597592.379717209,1232052,1,0,220,734,629,406,,1989,
65536,597592.379725326,1232054,0,1,197,743,708,447,,2095,
65536,597592.379735085,1232052,1,0,178,746,722,463,,2109,
65536,597592.379743511,1232054,0,1,221,745,671,424,,2061,
65536,597592.379753118,1232052,1,0,204,746,624,406,,1980,
65536,597592.379761148,1232054,0,1,203,744,651,366,,1964,
65536,597592.379770647,1232052,1,0,175,736,779,440,,2130,
65536,597592.379778686,1232054,0,1,217,731,625,427,,2000,
65536,597592.379788385,1232052,1,0,189,738,632,431,,1990,
65536,597592.379796584,1232054,0,1,216,771,737,404,,2128,
65536,597592.379806300,1232052,1,0,181,754,658,357,,1950,
65536,597592.379814677,1232054,0,1,171,736,673,416,,1996,
65536,597592.379824092,1232052,1,0,188,733,631,406,,1958,
65536,597592.379833150,1232054,0,1,246,723,649,419,,2037,
65536,597592.379842591,1232052,1,0,184,737,692,371,,1984,
65536,597592.379851491,1232054,0,1,208,748,639,415,,2010,
65536,597592.379860872,1232052,1,0,188,745,653,401,,1987,
65536,597592.379869426,1232054,0,1,290,727,752,504,,2273,
65536,597592.379879405,1232052,1,0,233,734,625,372,,1964,
65536,597592.379887398,1232054,0,1,209,740,660,467,,2076,
65536,597592.379896793,1232052,1,0,184,732,633,447,,1996,
65536,597592.379905464,1232054,0,1,211,1007,643,379,,2240,
65536,597592.379915301,1232052,1,0,206,742,653,379,,1980,
65536,597592.379923757,1232054,0,1,190,754,737,419,,2100,
65536,597592.379933209,1232052,1,0,196,746,633,386,,1961,
65536,597592.379941725,1232054,0,1,197,752,640,390,,1979,
65536,597592.379951512,1232052,1,0,191,738,628,370,,1927,
65536,597592.379959148,1232054,0,1,188,736,651,448,,2023,
65536,597592.379968585,1232052,1,0,193,732,624,420,,1969,
65536,597592.379976095,1232054,0,1,192,739,674,361,,1966,
65536,597592.379985520,1232052,1,0,195,737,653,379,,1964,
65536,597592.379994313,1232054,0,1,193,868,608,455,,2124,
65536,597592.380003597,1232052,1,0,198,739,640,434,,2011,
65536,597592.380012331,1232054,0,1,204,746,619,358,,1927,
65536,597592.380021718,1232052,1,0,221,737,627,381,,1966,
65536,597592.380030003,1232054,0,1,193,761,660,404,,2018,
65536,597592.380039654,1232052,1,0,257,934,633,401,,2225,
65536,597592.380047780,1232054,0,1,192,742,689,380,,2003,
65536,597592.380057263,1232052,1,0,178,733,699,364,,1974,
65536,597592.380064953,1232054,0,1,183,728,660,385,,1956,
65536,597592.380074244,1232052,1,0,195,738,724,408,,2065,
65536,597592.380082158,1232054,0,1,219,739,650,361,,1969,
65536,597592.380091675,1232052,1,0,181,733,625,354,,1893,
65536,597592.380099272,1232054,0,1,180,743,678,422,,2023,
65536,597592.380108858,1232052,1,0,189,735,662,615,,2201,
65536,597592.380117333,1232054,0,1,189,751,621,560,,2121,
65536,597592.380126966,1232052,1,0,205,743,655,378,,1981,
65536,597592.380134960,1232054,0,1,204,742,805,411,,2162,
65536,597592.380144429,1232052,1,0,213,737,667,408,,2025,
65536,597592.380152869,1232054,0,1,205,740,677,512,,2134,
65536,597592.380162764,1232052,1,0,179,743,623,366,,1911,
65536,597592.380194230,1232054,0,1,340,752,771,550,,2413,
65536,597592.380203014,1232052,1,0,327,743,683,406,,2159,
65536,597592.380209030,1232054,0,1,201,742,642,415,,2000,
65536,597592.380220681,1232052,1,0,189,746,643,390,,1968,
65536,597592.380226814,1232054,0,1,241,732,638,383,,1994,
65536,597592.380238860,1232052,1,0,184,735,769,354,,2042,
65536,597592.380244657,1232054,0,1,188,744,666,380,,1978,
65536,597592.380256048,1232052,1,0,193,744,645,429,,2011,
65536,597592.380261836,1232054,0,1,168,737,637,437,,1979,
65536,597592.380273247,1232052,1,0,181,740,626,384,,1931,
65536,597592.380278902,1232054,0,1,190,735,675,365,,1965,
65536,597592.380290372,1232052,1,0,192,730,630,384,,1936,
65536,597592.380296249,1232054,0,1,182,738,644,409,,1973,
65536,597592.380307527,1232052,1,0,249,746,660,449,,2104,
65536,597592.380313514,1232054,0,1,203,740,653,363,,1959,
65536,597592.380324813,1232052,1,0,225,741,744,384,,2094,
65536,597592.380330823,1232054,0,1,184,734,641,383,,1942,
65536,597592.380342496,1232052,1,0,208,743,786,419,,2156,
65536,597592.380348138,1232054,0,1,200,741,638,445,,2024,
65536,597592.380358842,1232052,1,0,188,759,639,454,,2040,
65536,597592.380364675,1232054,0,1,188,745,798,424,,2155,
65536,597592.380376401,1232052,1,0,183,744,630,444,,2001,
65536,597592.380382282,1232054,0,1,197,719,639,364,,1919,
65536,597592.380393599,1232052,1,0,200,730,679,401,,2010,
65536,597592.380399404,1232054,0,1,192,737,626,428,,1983,
65536,597592.380410847,1232052,1,0,192,737,641,395,,1965,
65536,597592.380416233,1232054,0,1,196,742,666,430,,2034,
65536,597592.380426952,1232052,1,0,194,739,630,380,,1943,
65536,597592.380433046,1232054,0,1,173,828,762,510,,2273,
65536,597592.380444525,1232052,1,0,177,736,645,420,,1978,
65536,597592.380450129,1232054,0,1,204,739,633,412,,1988,
65536,597592.380461342,1232052,1,0,212,745,635,450,,2042,
65536,597592.380469858,1232054,0,1,238,,,993,,3645,
65536,597592.380482642,1232052,1,0,191,736,777,421,,2125,
65536,597592.380488902,1232054,0,1,175,742,631,421,,1969,
65536,597592.380500110,1232052,1,0,196,742,646,376,,1960,
65536,597592.380506152,1232054,0,1,171,738,620,380,,1909,
65536,597592.380517258,1232052,1,0,210,739,623,377,,1949,
65536,597592.380522837,1232054,0,1,196,738,664,438,,2036,
65536,597592.380534112,1232052,1,0,205,731,647,428,,2011,
65536,597592.380540539,1232054,0,1,340,751,621,437,,2149,
65536,597592.380551672,1232052,1,0,197,744,652,421,,2014,
65536,597592.380557565,1232054,0,1,203,737,636,394,,1970,
65536,597592.380568709,1232052,1,0,201,744,670,432,,2047,
65536,597592.380575077,1232054,0,1,203,740,624,404,,1971,
65536,597592.380586601,1232052,1,0,181,743,617,441,,1982,
65536,597592.380592366,1232054,0,1,192,730,655,379,,1956,
65536,597592.380603740,1232052,1,0,179,744,619,397,,1939,
65536,597592.380609930,1232054,0,1,175,741,638,375,,1929,
65536,597592.380620870,1232052,1,0,192,735,645,364,,1936,
65536,597592.380626953,1232054,0,1,196,746,642,453,,2037,
65536,597592.380638150,1232052,1,0,201,745,665,398,,2009,
65536,597592.380644110,1232054,0,1,180,728,632,354,,1894,
65536,597592.380655203,1232052,1,0,192,739,705,385,,2021,
65536,597592.380661110,1232054,0,1,200,732,677,391,,2000,
65536,597592.380672607,1232052,1,0,192,731,626,404,,1953,
65536,597592.380678692,1232054,0,1,211,743,626,443,,2023,
65536,597592.380689617,1232052,1,0,267,732,633,417,,2049,
65536,597592.380695959,1232054,0,1,198,739,657,431,,2025,
65536,597592.380707737,1232052,1,0,203,745,658,420,,2026,
65536,597592.380714381,1232054,0,1,172,755,651,399,,1977,
65536,597592.380725826,1232052,1,0,191,740,633,395,,1959,
65536,597592.380732022,1232054,0,1,193,742,621,632,,2188,
65536,597592.380743573,1232052,1,0,274,732,731,567,,2304,
65536,597592.380750464,1232054,0,1,184,736,625,363,,1908,
65536,597592.380761782,1232052,1,0,194,734,680,540,,2148,
65536,597592.380768167,1232054,0,1,217,724,819,436,,2196,
65536,597592.380780295,1232052,1,0,192,730,628,423,,1973,
65536,597592.380786536,1232054,0,1,252,753,645,375,,2025,
65536,597592.380797454,1232052,1,0,268,733,634,423,,2058,
65536,597592.380803788,1232054,0,1,250,731,645,427,,2053,
65536,597592.380814775,1232052,1,0,206,741,648,381,,1976,
65536,597592.380821059,1232054,0,1,179,733,638,363,,1913,
65536,597592.380831959,1232052,1,0,213,754,634,445,,2046,
65536,597592.380838665,1232054,0,1,195,754,652,422,,2023,
65536,597592.380849824,1232052,1,0,195,742,649,406,,1992,
65536,597592.380856338,1232054,0,1,186,740,634,377,,1937,
65536,597592.380867365,1232052,1,0,179,738,669,441,,2027,
65536,597592.380873987,1232054,0,1,205,735,636,426,,2002,
65536,597592.380885262,1232052,1,0,209,734,625,428,,1996,
65536,597592.380891402,1232054,0,1,175,742,647,368,,1932,
65536,597592.380902710,1232052,1,0,170,745,632,389,,1936,
65536,597592.380909284,1232054,0,1,193,739,711,443,,2086,
65536,597592.380920732,1232052,1,0,260,735,682,414,,2091,
65536,597592.380926785,1232054,0,1,189,746,639,430,,2004,
65536,597592.380938136,1232052,1,0,204,733,651,413,,2001,
65536,597592.380944803,1232054,0,1,238,758,637,421,,2054,
65536,597592.380956013,1232052,1,0,229,733,632,381,,1975,
65536,597592.380963187,1232054,0,1,176,740,649,373,,1938,
65536,597592.381018777,1232052,1,0,376,771,812,598,,2557,
65536,597592.381027261,1232054,0,1,194,744,638,399,,1975,
65536,597592.381037001,1232052,1,0,199,743,645,367,,1954,
65536,597592.381042965,1232054,0,1,193,742,656,375,,1966,
65536,597592.381052236,1232052,1,0,186,808,730,445,,2169,
65536,597592.381059073,1232054,0,1,209,743,639,427,,2018,
65536,597592.381068974,1232052,1,0,203,741,623,385,,1952,
65536,597592.381075507,1232054,0,1,180,728,644,421,,1973,
65536,597592.381084715,1232052,1,0,316,734,621,356,,2027,
65536,597592.381092438,1232054,0,1,265,761,652,373,,2051,
65536,597592.381102371,1232052,1,0,195,735,683,635,,2248,
65536,597592.381110244,1232054,0,1,189,753,694,404,,2040,
65536,597592.381119627,1232052,1,0,384,740,633,371,,2128,
65536,597592.381127477,1232054,0,1,200,747,612,389,,1948,
65536,597592.381137021,1232052,1,0,194,732,619,420,,1965,
65536,597592.381144849,1232054,0,1,192,735,654,417,,1998,
65536,597592.381154305,1232052,1,0,185,736,636,393,,1950,
65536,597592.381162025,1232054,0,1,219,734,627,410,,1990,
65536,597592.381171648,1232052,1,0,213,758,631,576,,2178,
65536,597592.381179818,1232054,0,1,188,750,649,391,,1978,
65536,597592.381189217,1232052,1,0,180,732,721,367,,2000,
65536,597592.381196508,1232054,0,1,191,732,775,503,,2201,
65536,597592.381206419,1232052,1,0,331,740,660,404,,2135,
65536,597592.381214678,1232054,0,1,199,848,798,479,,2324,
65536,597592.381224483,1232052,1,0,198,739,795,387,,2119,
65536,597592.381232992,1232054,0,1,455,751,671,386,,2263,
65536,597592.381243043,1232052,1,0,390,738,664,379,,2171,
65536,597592.381251318,1232054,0,1,220,771,749,447,,2187,
65536,597592.381261138,1232052,1,0,177,745,619,366,,1907,
65536,597592.381269290,1232054,0,1,306,855,756,544,,2461,
65536,597592.381279553,1232052,1,0,621,869,729,451,,2670,
65536,597592.381288272,1232054,0,1,314,748,662,479,,2203,
65536,597592.381298157,1232052,1,0,264,739,758,452,,2213,
65536,597592.381306106,1232054,0,1,265,742,752,414,,2173,
65536,597592.381315862,1232052,1,0,189,736,624,426,,1975,
65536,597592.381323772,1232054,0,1,185,735,703,641,,2264,
65536,597592.381333232,1232052,1,0,184,740,630,386,,1940,
65536,597592.381341420,1232054,0,1,207,849,751,424,,2231,
65536,597592.381351278,1232052,1,0,203,742,626,481,,2052,
65536,597592.381359218,1232054,0,1,317,745,637,375,,2074,
65536,597592.381368731,1232052,1,0,453,731,629,412,,2225,
65536,597592.381377189,1232054,0,1,200,737,657,422,,2016,
65536,597592.381387128,1232052,1,0,201,736,610,390,,1937,
65536,597592.381394649,1232054,0,1,183,740,648,396,,1967,
65536,597592.381404056,1232052,1,0,179,723,747,370,,2019,
65536,597592.381411926,1232054,0,1,200,744,636,399,,1979,
65536,597592.381421797,1232052,1,0,197,734,630,423,,1984,
65536,597592.381429528,1232054,0,1,182,763,667,402,,2014,
65536,597592.381438869,1232052,1,0,293,737,650,353,,2033,
65536,597592.381446538,1232054,0,1,320,730,672,417,,2139,
65536,597592.381456238,1232052,1,0,213,726,620,376,,1935,
65536,597592.381463926,1232054,0,1,190,745,647,544,,2126,
65536,597592.381475690,1232052,1,0,318,726,753,404,,2201,
65536,597592.381483281,1232054,0,1,219,740,776,405,,2140,
65536,597592.381493272,1232052,1,0,168,755,640,364,,1927,
65536,597592.381501329,1232054,0,1,186,892,624,376,,2078,
65536,597592.381510719,1232052,1,0,183,737,655,397,,1972,
65536,597592.381518692,1232054,0,1,286,743,703,406,,2138,
65536,597592.381528593,1232052,1,0,320,758,612,399,,2089,
65536,597592.381536667,1232054,0,1,181,769,614,396,,1960,
65536,597592.381546022,1232052,1,0,196,750,682,462,,2090,
65536,597592.381553505,1232054,0,1,209,762,649,425,,2045,
65536,597592.381563433,1232052,1,0,411,851,716,433,,2411,
65536,597592.381571670,1232054,0,1,302,733,648,353,,2036,
65536,597592.381581249,1232052,1,0,206,736,629,395,,1966,
65536,597592.381588414,1232054,0,1,275,734,713,364,,2086,
65536,597592.381597941,1232052,1,0,189,730,688,365,,1972,
65536,597592.381605585,1232054,0,1,227,721,627,363,,1938,
65536,597592.381614978,1232052,1,0,212,737,645,496,,2090,
65536,597592.381622556,1232054,0,1,240,754,693,381,,2068,
65536,597592.381632392,1232052,1,0,261,783,667,401,,2112,
65536,597592.381639547,1232054,0,1,182,739,623,392,,1936,
65536,597592.381648763,1232052,1,0,215,733,664,384,,1996,
65536,597592.381656297,1232054,0,1,215,743,766,423,,2147,
65536,597592.381666238,1232052,1,0,200,736,672,414,,2022,
65536,597592.381673153,1232054,0,1,182,735,623,386,,1926,
65536,597592.381682488,1232052,1,0,182,740,625,376,,1923,
65536,597592.381689544,1232054,0,1,196,759,649,379,,1983,
65536,597592.381699276,1232052,1,0,299,728,636,461,,2124,
65536,597592.381706879,1232054,0,1,195,733,623,373,,1924,
65536,597592.381716272,1232052,1,0,202,741,655,385,,1983,
65536,597592.381723702,1232054,0,1,215,741,650,413,,2019,
65536,597592.381733364,1232052,1,0,197,842,624,380,,2043,
65536,597592.381741055,1232054,0,1,214,743,625,362,,1944,
65536,597592.381750590,1232052,1,0,185,731,739,366,,2021,
65536,597592.381758233,1232054,0,1,199,733,779,416,,2127,
65536,597592.381767955,1232052,1,0,197,740,620,430,,1987,
65536,597592.381775751,1232054,0,1,201,751,626,358,,1936,
65536,597592.381785134,1232052,1,0,189,736,649,414,,1988,
65536,597592.381792508,1232054,0,1,206,739,649,420,,2014,
65536,597592.381801998,1232052,1,0,360,723,786,415,,2284,
65536,597592.381809651,1232054,0,1,186,727,637,368,,1918,
65536,597592.381819173,1232052,1,0,193,744,626,430,,1993,
65536,597592.381826223,1232054,0,1,204,736,737,440,,2117,
65536,597592.381835936,1232052,1,0,178,739,634,448,,1999,
65536,597592.381843422,1232054,0,1,217,752,625,386,,1980,
65536,597592.381853041,1232052,1,0,171,726,653,393,,1943,
65536,597592.381860352,1232054,0,1,202,729,634,432,,1997,
65536,597592.381869960,1232052,1,0,213,744,637,409,,2003,
65536,597592.381877758,1232054,0,1,196,738,639,363,,1936,
65536,597592.381887059,1232052,1,0,185,739,649,367,,1940,
65536,597592.381893567,1232054,0,1,205,733,682,424,,2044,
65536,597592.381903476,1232052,1,0,192,731,631,475,,2029,
65536,597592.381910222,1232054,0,1,196,729,619,360,,1904,
65536,597592.381919377,1232052,1,0,209,729,662,371,,1971,
65536,597592.381926830,1232054,0,1,192,746,1021,446,,2405,
65536,597592.381936988,1232052,1,0,288,735,792,525,,2340,
65536,597592.381944394,1232054,0,1,239,730,628,393,,1990,
65536,597592.381953628,1232052,1,0,181,720,666,451,,2018,
65536,597592.381960963,1232054,0,1,210,743,655,413,,2021,
65536,597592.381970862,1232052,1,0,197,747,632,412,,1988,
65536,597592.381978464,1232054,0,1,190,758,655,371,,1974,
65536,597592.381987886,1232052,1,0,183,745,678,392,,1998,
