# started on Mon Sep 21 13:32:35 2026

398,,cpu_core/mem_load_l3_hit_retired.xsnp_hitm/,1227645,100.00,,
191,,cpu_core/mem_load_l3_hit_retired.xsnp_fwd/,1227645,100.00,,
5558,,cpu_core/mem_load_retired.l2_miss/,1227645,100.00,,
