# started on Mon Sep 21 13:32:31 2026

28,,context-switches,570779952,100.00,,
2,,cpu-migrations,570779952,100.00,,
237,,page-faults,570779952,100.00,,
570.78,msec,task-clock,570779952,100.00,,
<not counted>,,cpu_atom/cycles/,0,0.00,,
2264228312,,cpu_core/cycles/,570779952,100.00,,
<not counted>,,cpu_atom/instructions/,0,0.00,,
2329092800,,cpu_core/instructions/,570779952,100.00,,
<not counted>,,cpu_atom/branch-misses/,0,0.00,,
1549827,,cpu_core/branch-misses/,570779952,100.00,,
