# started on Mon Sep 21 13:32:38 2026

<not counted>,,cpu_atom/dTLB-load-misses/,0,0.00,,
3183,,cpu_core/dTLB-load-misses/,120083532,100.00,,
<not counted>,,cpu_atom/iTLB-load-misses/,0,0.00,,
135749,,cpu_core/iTLB-load-misses/,120083532,100.00,,
