# started on Mon Sep 21 13:32:36 2026

<not counted>,,cpu_atom/dTLB-load-misses/,0,0.00,,
2316,,cpu_core/dTLB-load-misses/,1222449,100.00,,
<not counted>,,cpu_atom/iTLB-load-misses/,0,0.00,,
985,,cpu_core/iTLB-load-misses/,1222449,100.00,,
