size_bytes,t_waking_s,pid,waker_cpu,target_cpu,waking_to_ipi,ipi_to_idle_exit,idle_exit_to_wakeup,wakeup_to_switch,switch_to_user,waking_to_running_ns,waking_to_user_ns
262144,594626.836444034,1204568,0,1,196,725,1144,407,9504,2472,11976
262144,594626.836455501,1204566,1,0,205,736,880,361,41263,2182,43445
262144,594626.836462715,1204568,0,1,194,977,737,377,9554,2285,11839
262144,594626.836474092,1204566,1,0,178,739,652,439,22846,2008,24854
262144,594626.836480890,1204568,0,1,161,712,646,364,9456,1883,11339
262144,594626.836491711,1204566,1,0,269,741,645,377,5203,2032,7235
262144,594626.836498530,1204568,0,1,163,717,725,480,9324,2085,11409
262144,594626.836514941,1204566,1,0,227,707,637,430,9650,2001,11651
262144,594626.836526166,1204568,0,1,170,720,658,369,40812,1917,42729
262144,594626.836532910,1204566,1,0,170,723,737,383,9312,2013,11325
262144,594626.836543738,1204568,0,1,236,722,654,404,23141,2016,25157
262144,594626.836550757,1204566,1,0,177,715,635,349,9564,1876,11440
262144,594626.836561601,1204568,0,1,204,830,650,460,5150,2144,7294
262144,594626.836568464,1204566,1,0,174,718,720,386,8862,1998,10860
262144,594626.836584740,1204568,0,1,185,717,637,455,9551,1994,11545
262144,594626.836595806,1204566,1,0,188,751,635,398,40660,1972,42632
262144,594626.836602663,1204568,0,1,196,716,715,410,9206,2037,11243
262144,594626.836613448,1204566,1,0,198,815,683,456,22838,2152,24990
262144,594626.836620508,1204568,0,1,164,715,630,377,9267,1886,11153
262144,594626.836631223,1204566,1,0,188,711,709,378,5229,1986,7215
262144,594626.836638046,1204568,0,1,168,712,628,395,8891,1903,10794
262144,594626.836653756,1204566,1,0,192,714,643,439,9383,1988,11371
262144,594626.836664684,1204568,0,1,184,722,635,394,40885,1935,42820
262144,594626.836671383,1204566,1,0,172,740,645,555,9324,2112,11436
262144,594626.836682368,1204568,0,1,190,724,717,409,23096,2040,25136
262144,594626.836689341,1204566,1,0,278,717,695,363,9333,2053,11386
262144,594626.836700282,1204568,0,1,221,719,647,484,5151,2071,7222
262144,594626.836707050,1204566,1,0,177,757,692,358,8804,1984,10788
262144,594626.836722694,1204568,0,1,193,711,646,418,9448,1968,11416
262144,594626.836733645,1204566,1,0,210,721,735,461,41003,2127,43130
262144,594626.836740676,1204568,0,1,173,732,684,686,9389,2275,11664
262144,594626.836751862,1204566,1,0,199,724,665,393,22932,1981,24913
262144,594626.836758628,1204568,0,1,220,707,640,398,9486,1965,11451
262144,594626.836769666,1204566,1,0,181,712,623,393,5200,1909,7109
262144,594626.836776306,1204568,0,1,171,777,636,371,8951,1955,10906
262144,594626.836792059,1204566,1,0,186,734,625,408,9456,1953,11409
262144,594626.836802969,1204568,0,1,235,720,925,405,40687,2285,42972
262144,594626.836809975,1204566,1,0,177,718,673,353,9306,1921,11227
262144,594626.836820738,1204568,0,1,269,739,625,396,23174,2029,25203
262144,594626.836827486,1204566,1,0,215,760,634,391,9388,2000,11388
262144,594626.836838464,1204568,0,1,210,731,662,390,5484,1993,7477
262144,594626.836845371,1204566,1,0,203,715,637,356,8917,1911,10828
262144,594626.836861575,1204568,0,1,304,735,616,456,14197,2111,16308
262144,594626.836875469,1204566,1,0,1692,,,1366,41432,3563,44995
262144,594626.836883869,1204568,0,1,254,720,720,467,9636,2161,11797
262144,594626.836894954,1204566,1,0,198,910,673,428,23301,2209,25510
262144,594626.836901977,1204568,0,1,206,708,658,367,9688,1939,11627
262144,594626.836913151,1204566,1,0,199,730,652,439,5293,2020,7313
262144,594626.836919978,1204568,0,1,215,713,635,361,8974,1924,10898
262144,594626.836935765,1204566,1,0,206,716,742,493,9608,2157,11765
262144,594626.836946816,1204568,0,1,236,912,766,415,41149,2329,43478
262144,594626.836954136,1204566,1,0,169,705,661,357,9399,1892,11291
262144,594626.836964959,1204568,0,1,202,733,726,435,23239,2096,25335
262144,594626.836971793,1204566,1,0,175,720,651,357,9424,1903,11327
262144,594626.836982657,1204568,0,1,197,727,801,651,5261,2376,7637
262144,594626.836989805,1204566,1,0,179,723,635,355,9016,1892,10908
524288,594626.837009955,1204568,0,1,186,716,646,411,9626,1959,11585
524288,594626.837020967,1204566,1,0,306,726,811,401,202761,2244,205005
524288,594626.837028113,1204568,0,1,168,801,726,388,9414,2083,11497
524288,594626.837039112,1204566,1,0,202,728,698,376,184856,2004,186860
524288,594626.837046116,1204568,0,1,157,730,690,574,9285,2151,11436
524288,594626.837057154,1204566,1,0,198,729,693,393,166805,2013,168818
524288,594626.837063751,1204568,0,1,174,718,643,368,9284,1903,11187
524288,594626.837074540,1204566,1,0,191,713,646,399,149483,1949,151432
524288,594626.837087566,1204568,0,1,182,714,653,385,32576,1934,34510
524288,594626.837121607,1204566,1,0,212,726,641,395,102391,1974,104365
524288,594626.837135335,1204568,0,1,187,799,735,414,31903,2135,34038
524288,594626.837168899,1204566,1,0,224,736,734,458,54921,2152,57073
524288,594626.837182345,1204568,0,1,173,715,683,426,28922,1997,30919
524288,594626.837212663,1204566,1,0,289,933,763,402,10922,2387,13309
524288,594626.837225542,1204568,0,1,188,834,710,480,29248,2212,31460
524288,594626.837262523,1204566,1,0,651,,,1046,10582,1970,12552
524288,594626.837273866,1204568,0,1,716,,,1767,,2690,
524288,594626.837281916,1204566,1,0,774,,,855,13932,1794,15726
524288,594626.837295807,1204568,0,1,1164,,,1078,,2456,
524288,594626.837303521,1204566,1,0,652,,,880,10314,1703,12017
524288,594626.837314551,1204568,0,1,619,,,940,,1751,
524288,594626.837321528,1204566,1,0,511,,,488392,6623,489075,495698
524288,594626.837816053,1204568,0,1,519,,,2434,207782,3136,210918
524288,594626.837830379,1204566,1,0,642,,,1039,47828,1922,49750
524288,594626.837878862,1204568,0,1,601,,,1136,146138,1971,148109
524288,594626.837900314,1204566,1,0,3325,,,1378,56870,4939,61809
524288,594626.837959573,1204568,0,1,941,,,3007,63251,4147,67398
524288,594626.837976650,1204566,1,0,2485,,,2964,31365,5655,37020
524288,594626.838012694,1204568,0,1,592,,,1318,12168,2109,14277
524288,594626.838025469,1204566,1,0,676,,,1015,34870,1938,36808
524288,594626.838081695,1204568,0,1,347,892,989,591,12731,2819,15550
524288,594626.838095734,1204566,1,0,889,,,2862,126759,3978,130737
524288,594626.838105179,1204568,0,1,240,766,737,458,11202,2201,13403
524288,594626.838117536,1204566,1,0,471,,,1562,106587,2348,108935
524288,594626.838124865,1204568,0,1,218,766,707,397,10657,2088,12745
524288,594626.838136750,1204566,1,0,468,,,1976,87075,2646,89721
524288,594626.838144520,1204568,0,1,199,721,715,380,10505,2015,12520
524288,594626.838156501,1204566,1,0,251,887,897,628,67307,2663,69970
524288,594626.838164922,1204568,0,1,195,734,641,400,10722,1970,12692
524288,594626.838177069,1204566,1,0,249,750,711,447,47245,2157,49402
524288,594626.838185239,1204568,0,1,188,729,666,410,11158,1993,13151
524288,594626.838197813,1204566,1,0,268,809,725,546,26310,2348,28658
524288,594626.838205878,1204568,0,1,189,748,699,460,10774,2096,12870
524288,594626.838218262,1204566,1,0,266,756,704,604,5879,2330,8209
524288,594626.838226028,1204568,0,1,194,732,742,465,9915,2133,12048
524288,594626.838244141,1204566,1,0,194,754,649,441,10189,2038,12227
524288,594626.838255968,1204568,0,1,191,739,778,441,121457,2149,123606
524288,594626.838263582,1204566,1,0,193,737,647,377,10245,1954,12199
524288,594626.838275367,1204568,0,1,200,749,732,437,102089,2118,104207
524288,594626.838282760,1204566,1,0,201,740,913,375,10269,2229,12498
524288,594626.838294846,1204568,0,1,203,743,713,540,82529,2199,84728
524288,594626.838302427,1204566,1,0,188,740,648,361,10024,1937,11961
524288,594626.838313989,1204568,0,1,194,749,688,422,63532,2053,65585
524288,594626.838321100,1204566,1,0,200,738,634,361,10125,1933,12058
524288,594626.838332751,1204568,0,1,195,748,694,437,44749,2074,46823
524288,594626.838340384,1204566,1,0,193,732,648,362,10303,1935,12238
524288,594626.838352163,1204568,0,1,202,758,711,429,25311,2100,27411
524288,594626.838359460,1204566,1,0,193,737,644,391,10260,1965,12225
524288,594626.838371193,1204568,0,1,206,759,690,576,6150,2231,8381
524288,594626.838379135,1204566,1,0,201,728,642,401,9730,1972,11702
524288,594626.838405002,1204568,0,1,224,732,724,443,9712,2123,11835
524288,594626.838416314,1204566,1,0,210,745,700,360,112655,2015,114670
524288,594626.838423360,1204568,0,1,182,739,685,404,9588,2010,11598
524288,594626.838434485,1204566,1,0,218,728,682,352,94519,1980,96499
524288,594626.838441265,1204568,0,1,186,726,698,395,9603,2005,11608
524288,594626.838452386,1204566,1,0,228,772,622,399,76577,2021,78598
524288,594626.838459164,1204568,0,1,212,719,625,383,9314,1939,11253
524288,594626.838469995,1204566,1,0,206,712,615,376,59080,1909,60989
524288,594626.838476712,1204568,0,1,178,705,643,433,9101,1959,11060
524288,594626.838487332,1204566,1,0,211,742,663,403,41633,2019,43652
524288,594626.838494307,1204568,0,1,173,748,689,408,9733,2018,11751
524288,594626.838505618,1204566,1,0,213,750,655,517,23231,2135,25366
524288,594626.838512438,1204568,0,1,187,739,722,463,9569,2111,11680
524288,594626.838523694,1204566,1,0,203,734,630,368,5355,1935,7290
524288,594626.838530572,1204568,0,1,182,749,713,396,9292,2040,11332
524288,594626.838547613,1204566,1,0,229,733,652,444,10209,2058,12267
524288,594626.838559395,1204568,0,1,185,750,692,438,114595,2065,116660
524288,594626.838566906,1204566,1,0,178,733,655,348,10158,1914,12072
524288,594626.838578536,1204568,0,1,202,757,703,516,95341,2178,97519
524288,594626.838585907,1204566,1,0,182,735,637,375,10163,1929,12092
524288,594626.838597601,1204568,0,1,198,737,707,465,76347,2107,78454
524288,594626.838604972,1204566,1,0,397,738,645,456,9069,2236,11305
524288,594626.838615895,1204568,0,1,195,720,629,520,58096,2064,60160
524288,594626.838622649,1204566,1,0,172,703,629,359,9480,1863,11343
524288,594626.838633453,1204568,0,1,313,715,657,396,40521,2081,42602
524288,594626.838640516,1204566,1,0,182,706,634,397,9397,1919,11316
524288,594626.838651439,1204568,0,1,194,723,641,382,22676,1940,24616
524288,594626.838657926,1204566,1,0,175,716,634,361,9344,1886,11230
524288,594626.838668769,1204568,0,1,192,721,646,384,5343,1943,7286
524288,594626.838675658,1204566,1,0,176,719,641,472,9081,2008,11089
524288,594626.838700537,1204568,0,1,189,723,669,420,9488,2001,11489
524288,594626.838711482,1204566,1,0,192,724,668,407,111038,1991,113029
524288,594626.838718348,1204568,0,1,223,902,636,367,9335,2128,11463
524288,594626.838729364,1204566,1,0,187,751,649,343,93217,1930,95147
524288,594626.838735970,1204568,0,1,166,706,644,379,9211,1895,11106
524288,594626.838746681,1204566,1,0,195,725,628,393,75889,1941,77830
524288,594626.838753254,1204568,0,1,170,699,637,378,9676,1884,11560
524288,594626.838764028,1204566,1,0,215,1022,633,424,58189,2294,60483
524288,594626.838771261,1204568,0,1,497,,,1603,9311,2270,11581
524288,594626.838782453,1204566,1,0,181,739,674,398,40066,1992,42058
524288,594626.838789200,1204568,0,1,399,,,908,9468,1552,11020
524288,594626.838799797,1204566,1,0,210,724,650,397,22733,1981,24714
524288,594626.838806587,1204568,0,1,405,,,909,9589,1473,11062
524288,594626.838817182,1204566,1,0,216,739,676,374,5324,2005,7329
524288,594626.838823758,1204568,0,1,426,,,917,9037,1504,10541
524288,594626.838839444,1204566,1,0,194,728,649,373,9455,1944,11399
524288,594626.838850290,1204568,0,1,230,752,645,452,114610,2079,116689
524288,594626.838857125,1204566,1,0,301,717,814,358,9218,2190,11408
524288,594626.838868160,1204568,0,1,175,714,708,3552,93670,5149,98819
524288,594626.838878263,1204566,1,0,232,721,823,433,9414,2209,11623
524288,594626.838889398,1204568,0,1,247,737,680,406,75511,2070,77581
524288,594626.838895949,1204566,1,0,178,717,637,362,9130,1894,11024
524288,594626.838906544,1204568,0,1,189,724,648,414,58460,1975,60435
524288,594626.838913420,1204566,1,0,175,723,637,361,9272,1896,11168
524288,594626.838924149,1204568,0,1,195,731,668,411,40825,2005,42830
524288,594626.838931164,1204566,1,0,173,733,644,370,9440,1920,11360
524288,594626.838942117,1204568,0,1,192,713,681,383,22893,1969,24862
524288,594626.838948986,1204566,1,0,181,722,639,441,9339,1983,11322
524288,594626.838959895,1204568,0,1,172,734,725,384,5069,2015,7084
524288,594626.838966587,1204566,1,0,173,756,623,389,9120,1941,11061
524288,594626.838994046,1204568,0,1,189,719,680,414,9486,2002,11488
524288,594626.839005025,1204566,1,0,188,780,719,434,111235,2121,113356
524288,594626.839012195,1204568,0,1,167,723,655,361,9314,1906,11220
524288,594626.839022996,1204566,1,0,201,742,641,378,93423,1962,95385
524288,594626.839029650,1204568,0,1,165,730,646,360,9196,1901,11097
524288,594626.839040349,1204566,1,0,194,740,630,425,76043,1989,78032
524288,594626.839046993,1204568,0,1,178,713,643,395,9479,1929,11408
524288,594626.839057980,1204566,1,0,204,744,648,417,58388,2013,60401
524288,594626.839064744,1204568,0,1,167,735,686,381,9292,1969,11261
524288,594626.839075382,1204566,1,0,388,728,642,391,40850,2149,42999
524288,594626.839082445,1204568,0,1,161,718,696,365,9508,1940,11448
524288,594626.839093464,1204566,1,0,226,738,639,378,22936,1981,24917
524288,594626.839100174,1204568,0,1,170,719,633,380,9359,1902,11261
524288,594626.839110993,1204566,1,0,210,750,627,429,5372,2016,7388
524288,594626.839117998,1204568,0,1,160,727,641,362,8924,1890,10814
524288,594626.839133803,1204566,1,0,187,738,722,377,9280,2024,11304
524288,594626.839144656,1204568,0,1,173,728,664,371,110985,1936,112921
524288,594626.839151460,1204566,1,0,170,734,629,362,9362,1895,11257
524288,594626.839162312,1204568,0,1,196,724,690,406,93249,2016,95265
524288,594626.839169312,1204566,1,0,172,724,642,382,9297,1920,11217
524288,594626.839180122,1204568,0,1,203,725,640,386,75501,1954,77455
524288,594626.839186711,1204566,1,0,176,729,799,355,9109,2059,11168
524288,594626.839197493,1204568,0,1,195,721,659,416,58093,1991,60084
524288,594626.839204303,1204566,1,0,177,738,652,370,9214,1937,11151
524288,594626.839215028,1204568,0,1,211,731,638,383,40586,1963,42549
524288,594626.839221638,1204566,1,0,171,727,624,360,9288,1882,11170
524288,594626.839232401,1204568,0,1,178,724,662,416,23196,1980,25176
524288,594626.839239367,1204566,1,0,186,729,648,445,9431,2008,11439
524288,594626.839250411,1204568,0,1,198,721,636,415,5196,1970,7166
524288,594626.839257188,1204566,1,0,173,714,630,376,8857,1893,10750
524288,594626.839281795,1204568,0,1,198,732,690,405,9753,2025,11778
524288,594626.839292871,1204566,1,0,203,932,653,393,110447,2181,112628
524288,594626.839299786,1204568,0,1,174,714,639,360,9312,1887,11199
524288,594626.839310549,1204566,1,0,189,735,738,487,92801,2149,94950
524288,594626.839317451,1204568,0,1,194,735,658,358,9231,1945,11176
524288,594626.839328196,1204566,1,0,185,728,630,398,75362,1941,77303
524288,594626.839334768,1204568,0,1,169,741,736,359,9230,2005,11235
524288,594626.839345626,1204566,1,0,189,727,620,374,57963,1910,59873
524288,594626.839352266,1204568,0,1,179,718,690,398,9079,1985,11064
524288,594626.839362887,1204566,1,0,215,730,637,415,40615,1997,42612
524288,594626.839369642,1204568,0,1,295,724,880,391,9417,2290,11707
524288,594626.839380922,1204566,1,0,202,732,668,388,22587,1990,24577
524288,594626.839387497,1204568,0,1,200,719,646,376,9426,1941,11367
524288,594626.839398464,1204566,1,0,182,735,626,361,5131,1904,7035
524288,594626.839405131,1204568,0,1,166,715,666,388,8809,1935,10744
524288,594626.839420551,1204566,1,0,193,722,642,371,9335,1928,11263
524288,594626.839431381,1204568,0,1,190,726,644,443,110332,2003,112335
524288,594626.839438116,1204566,1,0,203,701,639,376,9399,1919,11318
524288,594626.839448937,1204568,0,1,190,763,627,387,92812,1967,94779
524288,594626.839455628,1204566,1,0,241,776,636,360,9378,2013,11391
524288,594626.839466583,1204568,0,1,190,732,624,386,75201,1932,77133
524288,594626.839473204,1204566,1,0,165,712,631,373,9181,1881,11062
524288,594626.839483875,1204568,0,1,185,729,647,376,57904,1937,59841
524288,594626.839490620,1204566,1,0,164,716,635,355,9230,1870,11100
524288,594626.839501319,1204568,0,1,195,738,636,387,40441,1956,42397
524288,594626.839507981,1204566,1,0,173,705,648,377,9347,1903,11250
524288,594626.839518829,1204568,0,1,209,725,678,379,22896,1991,24887
524288,594626.839525676,1204566,1,0,171,718,638,378,9334,1905,11239
524288,594626.839536492,1204568,0,1,198,739,619,439,5229,1995,7224
524288,594626.839543324,1204566,1,0,166,720,670,381,8994,1937,10931
524288,594626.839559225,1204568,0,1,180,730,643,402,9535,1955,11490
524288,594626.839570250,1204566,1,0,199,728,644,397,110832,1968,112800
524288,594626.839577007,1204568,0,1,170,711,758,533,9236,2172,11408
524288,594626.839588035,1204566,1,0,176,738,641,410,93050,1965,95015
524288,594626.839594918,1204568,0,1,169,727,634,361,9339,1891,11230
524288,594626.839605712,1204566,1,0,191,714,629,370,75434,1904,77338
524288,594626.839612387,1204568,0,1,200,725,674,346,9406,1945,11351
524288,594626.839623274,1204566,1,0,185,742,616,394,57839,1937,59776
524288,594626.839630294,1204568,0,1,175,716,653,385,9087,1929,11016
524288,594626.839640927,1204566,1,0,189,720,643,364,40207,1916,42123
524288,594626.839647469,1204568,0,1,172,731,626,395,9334,1924,11258
524288,594626.839658332,1204566,1,0,195,729,645,386,22763,1955,24718
524288,594626.839665042,1204568,0,1,186,719,648,369,9408,1922,11330
524288,594626.839675921,1204566,1,0,206,735,628,412,5148,1981,7129
524288,594626.839682630,1204568,0,1,184,721,662,362,8989,1929,10918
524288,594626.839698459,1204566,1,0,197,715,639,361,9465,1912,11377
524288,594626.839709356,1204568,0,1,187,726,862,421,119880,2196,122076
524288,594626.839717006,1204566,1,0,218,744,642,402,10135,2006,12141
524288,594626.839728745,1204568,0,1,190,748,721,440,100588,2099,102687
524288,594626.839735987,1204566,1,0,212,761,633,365,10174,1971,12145
524288,594626.839747704,1204568,0,1,218,755,728,451,81576,2152,83728
524288,594626.839755084,1204566,1,0,178,745,640,399,9994,1962,11956
524288,594626.839766621,1204568,0,1,219,737,700,424,62731,2080,64811
524288,594626.839773900,1204566,1,0,190,746,637,363,10292,1936,12228
524288,594626.839785585,1204568,0,1,327,746,805,544,43425,2422,45847
524288,594626.839793174,1204566,1,0,200,730,641,360,10194,1931,12125
524288,594626.839804820,1204568,0,1,273,746,692,422,24479,2133,26612
524288,594626.839811930,1204566,1,0,210,767,637,420,10130,2034,12164
524288,594626.839823696,1204568,0,1,198,763,715,405,5655,2081,7736
524288,594626.839831017,1204566,1,0,189,731,644,378,9660,1942,11602
524288,594626.839847642,1204568,0,1,183,753,760,429,9714,2125,11839
524288,594626.839858931,1204566,1,0,227,750,656,366,115806,1999,117805
524288,594626.839865745,1204568,0,1,181,743,717,394,12121,2035,14156
524288,594626.839879366,1204566,1,0,268,742,800,543,95017,2353,97370
524288,594626.839886468,1204568,0,1,203,750,770,393,9634,2116,11750
524288,594626.839897780,1204566,1,0,188,755,671,388,76954,2002,78956
524288,594626.839904630,1204568,0,1,179,755,708,411,9613,2053,11666
524288,594626.839915852,1204566,1,0,233,745,681,496,58729,2155,60884
524288,594626.839923075,1204568,0,1,179,752,686,410,9284,2027,11311
524288,594626.839933938,1204566,1,0,225,752,641,380,40800,1998,42798
524288,594626.839940603,1204568,0,1,194,750,730,457,9320,2131,11451
524288,594626.839951635,1204566,1,0,200,732,647,375,23147,1954,25101
524288,594626.839958501,1204568,0,1,160,723,651,404,9535,1938,11473
524288,594626.839969590,1204566,1,0,190,728,629,369,5230,1916,7146
524288,594626.839976346,1204568,0,1,171,722,622,383,8956,1898,10854
524288,594626.839991989,1204566,1,0,200,732,627,434,9440,1993,11433
524288,594626.840002998,1204568,0,1,185,722,658,375,110531,1940,112471
524288,594626.840009908,1204566,1,0,175,735,651,364,9239,1925,11164
524288,594626.840020636,1204568,0,1,191,720,641,413,92868,1965,94833
524288,594626.840027340,1204566,1,0,175,745,622,371,9399,1913,11312
524288,594626.840038192,1204568,0,1,203,726,662,389,75297,1980,77277
524288,594626.840045003,1204566,1,0,175,729,636,388,9248,1928,11176
524288,594626.840055789,1204568,0,1,192,724,630,425,57709,1971,59680
524288,594626.840062359,1204566,1,0,165,726,632,376,9182,1899,11081
524288,594626.840073071,1204568,0,1,184,711,657,420,40426,1972,42398
524288,594626.840079986,1204566,1,0,174,759,634,366,9433,1933,11366
524288,594626.840090889,1204568,0,1,195,737,628,400,22620,1960,24580
524288,594626.840097389,1204566,1,0,171,720,629,380,9313,1900,11213
524288,594626.840108200,1204568,0,1,194,742,653,396,5284,1985,7269
524288,594626.840115023,1204566,1,0,187,712,650,355,8807,1904,10711
524288,594626.840130543,1204568,0,1,198,860,660,431,9403,2149,11552
524288,594626.840141626,1204566,1,0,190,720,721,370,111053,2001,113054
524288,594626.840148447,1204568,0,1,175,713,649,384,9389,1921,11310
524288,594626.840159375,1204566,1,0,187,733,633,389,93363,1942,95305
524288,594626.840166343,1204568,0,1,165,715,628,390,9523,1898,11421
524288,594626.840177110,1204566,1,0,402,731,620,378,75439,2131,77570
524288,594626.840183915,1204568,0,1,185,722,633,397,9398,1937,11335
524288,594626.840194730,1204566,1,0,210,730,648,372,57990,1960,59950
524288,594626.840201589,1204568,0,1,181,725,646,352,9125,1904,11029
524288,594626.840212128,1204566,1,0,212,757,629,360,40594,1958,42552
524288,594626.840218820,1204568,0,1,174,720,662,379,9411,1935,11346
524288,594626.840229719,1204566,1,0,211,730,648,370,23002,1959,24961
524288,594626.840236628,1204568,0,1,183,712,649,417,9379,1961,11340
524288,594626.840247559,1204566,1,0,198,733,615,405,5170,1951,7121
524288,594626.840254306,1204568,0,1,166,727,659,366,8882,1918,10800
524288,594626.840269851,1204566,1,0,185,722,643,397,9415,1947,11362
524288,594626.840280756,1204568,0,1,209,724,643,356,110764,1932,112696
524288,594626.840287647,1204566,1,0,168,727,638,373,9279,1906,11185
524288,594626.840298390,1204568,0,1,200,720,706,371,93065,1997,95062
524288,594626.840305128,1204566,1,0,165,730,633,368,9357,1896,11253
524288,594626.840315930,1204568,0,1,194,729,691,448,75460,2062,77522
524288,594626.840322877,1204566,1,0,171,742,624,378,9197,1915,11112
524288,594626.840333575,1204568,0,1,182,722,638,385,57950,1927,59877
524288,594626.840340064,1204566,1,0,161,717,632,365,9304,1875,11179
524288,594626.840350837,1204568,0,1,184,747,657,406,40621,1994,42615
524288,594626.840357814,1204566,1,0,173,725,638,367,9456,1903,11359
524288,594626.840368581,1204568,0,1,264,848,656,401,22702,2169,24871
524288,594626.840375313,1204566,1,0,186,722,621,398,9379,1927,11306
524288,594626.840386216,1204568,0,1,204,752,647,399,5234,2002,7236
524288,594626.840393057,1204566,1,0,177,723,665,362,8801,1927,10728
524288,594626.840408545,1204568,0,1,187,716,730,419,9452,2052,11504
524288,594626.840419510,1204566,1,0,193,729,621,396,110931,1939,112870
524288,594626.840426386,1204568,0,1,183,713,655,484,9355,2035,11390
524288,594626.840437369,1204566,1,0,197,734,661,409,93010,2001,95011
524288,594626.840444152,1204568,0,1,170,716,625,358,9149,1869,11018
524288,594626.840454732,1204566,1,0,200,722,927,380,75419,2229,77648
524288,594626.840461564,1204568,0,1,186,713,634,375,9317,1908,11225
524288,594626.840472323,1204566,1,0,200,749,636,357,58115,1942,60057
524288,594626.840479072,1204568,0,1,172,736,668,399,8996,1975,10971
524288,594626.840489616,1204566,1,0,206,737,672,398,40751,2013,42764
524288,594626.840496477,1204568,0,1,186,720,660,403,9305,1969,11274
524288,594626.840507309,1204566,1,0,200,741,630,428,23072,1999,25071
524288,594626.840514239,1204568,0,1,407,718,621,394,9419,2140,11559
524288,594626.840525381,1204566,1,0,201,726,645,358,5069,1930,6999
524288,594626.840531976,1204568,0,1,175,722,650,354,8821,1901,10722
524288,594626.840547636,1204566,1,0,197,723,663,421,9449,2004,11453
524288,594626.840558576,1204568,0,1,181,735,647,370,111049,1933,112982
524288,594626.840565201,1204566,1,0,165,718,635,394,9330,1912,11242
524288,594626.840575947,1204568,0,1,210,807,751,374,93469,2142,95611
524288,594626.840582805,1204566,1,0,173,730,630,362,9304,1895,11199
524288,594626.840593600,1204568,0,1,199,741,678,400,75940,2018,77958
524288,594626.840600271,1204566,1,0,180,759,634,359,9135,1932,11067
524288,594626.840610924,1204568,0,1,201,723,637,391,58682,1952,60634
524288,594626.840617643,1204566,1,0,177,745,626,364,9218,1912,11130
524288,594626.840628378,1204568,0,1,185,735,655,442,41163,2017,43180
524288,594626.840635250,1204566,1,0,192,714,637,391,9594,1934,11528
524288,594626.840646363,1204568,0,1,194,737,628,452,23184,2011,25195
524288,594626.840653068,1204566,1,0,170,720,700,551,9261,2141,11402
524288,594626.840664074,1204568,0,1,201,732,665,384,5502,1982,7484
524288,594626.840671110,1204566,1,0,195,714,638,356,8949,1903,10852
524288,594626.840686685,1204568,0,1,193,717,644,561,9485,2115,11600
524288,594626.840697845,1204566,1,0,192,737,683,352,110539,1964,112503
524288,594626.840704668,1204568,0,1,170,710,648,356,9324,1884,11208
524288,594626.840715466,1204566,1,0,189,732,638,362,92961,1921,94882
524288,594626.840722166,1204568,0,1,167,712,637,412,9332,1928,11260
524288,594626.840733019,1204566,1,0,202,729,623,387,75388,1941,77329
524288,594626.840739711,1204568,0,1,187,717,635,408,9480,1947,11427
524288,594626.840750626,1204566,1,0,206,740,651,381,57744,1978,59722
524288,594626.840757352,1204568,0,1,175,709,655,367,9136,1906,11042
524288,594626.840767911,1204566,1,0,215,737,664,399,40422,2015,42437
524288,594626.840774767,1204568,0,1,168,719,646,366,9380,1899,11279
524288,594626.840785642,1204566,1,0,204,742,656,360,22744,1962,24706
524288,594626.840792254,1204568,0,1,187,714,670,376,9347,1947,11294
524288,594626.840803136,1204566,1,0,196,737,622,438,5219,1993,7212
524288,594626.840809965,1204568,0,1,170,715,651,355,9004,1891,10895
524288,594626.840825718,1204566,1,0,177,722,643,387,9304,1929,11233
524288,594626.840836511,1204568,0,1,184,731,634,376,112546,1925,114471
524288,594626.840843097,1204566,1,0,174,719,643,352,9309,1888,11197
524288,594626.840853839,1204568,0,1,179,728,644,382,95210,1933,97143
524288,594626.840860706,1204566,1,0,169,715,668,718,10562,2270,12832
524288,594626.840873020,1204568,0,1,226,,,637,76062,1900,77962
524288,594626.840879396,1204566,1,0,215,714,705,467,9213,2101,11314
524288,594626.840890228,1204568,0,1,256,733,836,671,58258,2496,60754
524288,594626.840897671,1204566,1,0,259,711,683,476,9367,2129,11496
524288,594626.840908699,1204568,0,1,205,736,631,380,40331,1952,42283
524288,594626.840915369,1204566,1,0,174,718,632,394,9464,1918,11382
524288,594626.840926351,1204568,0,1,201,729,695,594,22412,2219,24631
524288,594626.840933181,1204566,1,0,177,715,624,364,9310,1880,11190
524288,594626.840943971,1204568,0,1,200,729,637,378,5067,1944,7011
524288,594626.840950572,1204566,1,0,169,735,632,362,8852,1898,10750
524288,594626.840966101,1204568,0,1,194,734,658,421,9603,2007,11610
524288,594626.840977136,1204566,1,0,192,826,671,360,110305,2049,112354
524288,594626.840984238,1204568,0,1,170,743,638,362,9272,1913,11185
524288,594626.840995029,1204566,1,0,191,747,669,363,92491,1970,94461
524288,594626.841001678,1204568,0,1,172,725,662,356,9307,1915,11222
524288,594626.841012440,1204566,1,0,200,727,633,407,75083,1967,77050
524288,594626.841019242,1204568,0,1,187,724,628,405,9438,1944,11382
524288,594626.841030095,1204566,1,0,227,721,623,370,57454,1941,59395
524288,594626.841036747,1204568,0,1,163,713,678,413,8996,1967,10963
524288,594626.841047301,1204566,1,0,198,740,643,396,40212,1977,42189
524288,594626.841054154,1204568,0,1,151,721,640,355,9349,1867,11216
524288,594626.841064937,1204566,1,0,189,740,609,355,22660,1893,24553
